[16-Jul-2025 17:38:33] Plugin version 4.0.0-dev-17 - requested by /
[17-Jul-2025 15:57:46] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/taxonomies?context=edit&per_page=100&_locale=user
[17-Jul-2025 15:57:46] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/wp_pattern_category?context=view&per_page=100&_fields=id%2Cname%2Cdescription%2Cslug&_locale=user
[17-Jul-2025 15:57:46] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/settings?_locale=user
[17-Jul-2025 15:57:46] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/users/1?context=view&_fields=id%2Cname&_locale=user
[17-Jul-2025 15:57:46] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/taxonomies?context=edit&_locale=user
[17-Jul-2025 15:57:47] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 15:57:51] Plugin version 4.0.0-dev-17 - requested by /wp-admin/edit.php?post_type=page
[17-Jul-2025 15:57:51] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 15:57:51] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 15:57:59] Plugin version 4.0.0-dev-17 - requested by /wp-admin/themes.php
[17-Jul-2025 15:58:02] Plugin version 4.0.0-dev-17 - requested by /wp-admin/site-editor.php
[17-Jul-2025 15:58:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/taxonomies?context=edit&_locale=user
[17-Jul-2025 15:58:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/settings?_locale=user
[17-Jul-2025 15:58:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/pages/12?context=edit&_locale=user
[17-Jul-2025 15:58:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/templates/lookup?slug=page-home&_locale=user
[17-Jul-2025 15:58:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/settings?_locale=user
[17-Jul-2025 15:58:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/types/page?context=edit&_locale=user
[17-Jul-2025 15:58:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/taxonomies?context=view&_locale=user
[17-Jul-2025 15:58:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/wp_pattern_category?context=view&per_page=100&_fields=id%2Cname%2Cdescription%2Cslug&_locale=user
[17-Jul-2025 15:58:05] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/users/me?_locale=user
[17-Jul-2025 15:58:05] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/global-styles/13/revisions?per_page=100&page=1&_locale=user
[17-Jul-2025 15:58:05] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/users?context=view&per_page=100&_fields=id%2Cname%2Cavatar_urls&capabilities%5B0%5D=edit_theme_options&_locale=user
[17-Jul-2025 15:58:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[17-Jul-2025 15:58:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families?context=edit&refreshKey=0&_embed=true&_locale=user
[17-Jul-2025 15:58:12] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families?_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families?slug=false&_embed=true&_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families?_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families/44/font-faces?_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families/44/font-faces?_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families?slug=switzer&_embed=true&_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families?_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families/47/font-faces?_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families/47/font-faces?_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families/47/font-faces?_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/global-styles/13?_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/global-styles/13/revisions?per_page=100&page=1&_locale=user
[17-Jul-2025 15:58:57] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families?context=edit&refreshKey=1752767937709&_embed=true&_locale=user
[17-Jul-2025 15:59:01] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-families?context=edit&refreshKey=1752767941786&_embed=true&_locale=user
[17-Jul-2025 15:59:02] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 15:59:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[17-Jul-2025 15:59:43] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[17-Jul-2025 16:00:01] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[17-Jul-2025 16:00:02] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 16:00:23] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[17-Jul-2025 16:00:26] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/global-styles/13?_locale=user
[17-Jul-2025 16:00:26] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/pages/12?_locale=user
[17-Jul-2025 16:00:26] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/global-styles/13/revisions?per_page=100&page=1&_locale=user
[17-Jul-2025 16:00:31] Plugin version 4.0.0-dev-17 - requested by /wp-admin/
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /?etch=magic&post_id=12
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post-types
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/templates
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/site
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/patterns
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/26
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/17
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/15
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/16
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/12
[17-Jul-2025 16:00:34] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/15
[17-Jul-2025 16:00:41] Plugin version 4.0.0-dev-17 - requested by /?p=12
[17-Jul-2025 16:00:41] Plugin version 4.0.0-dev-17 - requested by /
[17-Jul-2025 16:03:25] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 16:04:43] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 16:06:21] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 16:06:31] Plugin version 4.0.0-dev-17 - requested by /?etch=magic&post_id=12
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/wp/v2/
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/templates
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post-types
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/site
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/patterns
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/26
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/17
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/16
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/15
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/12
[17-Jul-2025 16:06:32] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/15
[17-Jul-2025 16:06:37] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/ui/state
[17-Jul-2025 16:06:41] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/ui/state
[17-Jul-2025 16:06:44] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/ui/state
[17-Jul-2025 16:06:47] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/ui/state
[17-Jul-2025 16:07:12] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 16:07:45] Plugin version 4.0.0-dev-17 - requested by /?etch=magic&post_id=12
[17-Jul-2025 16:07:45] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/templates
[17-Jul-2025 16:07:45] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post-types
[17-Jul-2025 16:07:45] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/patterns
[17-Jul-2025 16:07:45] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/site
[17-Jul-2025 16:07:45] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/17
[17-Jul-2025 16:07:45] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/26
[17-Jul-2025 16:07:45] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/16
[17-Jul-2025 16:07:45] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/15
[17-Jul-2025 16:07:46] Plugin version 4.0.0-dev-17 - requested by /favicon.ico
[17-Jul-2025 16:07:46] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/12
[17-Jul-2025 16:07:46] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/15
[17-Jul-2025 16:07:54] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/ui/state
[17-Jul-2025 16:07:59] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/ui/state
[17-Jul-2025 16:08:34] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 16:08:42] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/ui/state
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /?etch=magic&post_id=12
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post-types
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/templates
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/site
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/patterns
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/17
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/26
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/15
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/16
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/12
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /favicon.ico
[17-Jul-2025 16:09:09] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/15
[17-Jul-2025 16:09:18] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/loops
[17-Jul-2025 16:09:18] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/styles
[17-Jul-2025 16:09:18] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/12/blocks
[17-Jul-2025 16:09:18] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/ui/state
[17-Jul-2025 16:09:19] Plugin version 4.0.0-dev-17 - requested by /?p=12
[17-Jul-2025 16:09:19] Plugin version 4.0.0-dev-17 - requested by /
[17-Jul-2025 16:10:18] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 16:23:41] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[17-Jul-2025 16:25:30] Plugin version 4.0.0-dev-17 - requested by /wp-admin/about.php
[17-Jul-2025 16:25:30] Plugin version 4.0.0-dev-17 - requested by /wp-cron.php?doing_wp_cron=1752769530.0910000801086425781250
[17-Jul-2025 16:25:32] Plugin version 4.0.0-dev-17 - requested by /wp-admin/options-general.php
[17-Jul-2025 16:25:53] Plugin version 4.0.0-dev-17 - requested by /wp-admin/options.php
[17-Jul-2025 16:25:53] Plugin version 4.0.0-dev-17 - requested by /wp-admin/options-general.php?settings-updated=true
[17-Jul-2025 16:26:01] Plugin version 4.0.0-dev-17 - requested by /?etch=magic&post_id=12
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/templates
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post-types
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/patterns
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/site
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/26
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/17
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/16
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/15
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /favicon.ico
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/12
[17-Jul-2025 16:26:02] Plugin version 4.0.0-dev-17 - requested by /wp-json/etch-api/post/15
[17-Jul-2025 16:26:13] Plugin version 4.0.0-dev-17 - requested by /wp-login.php?action=logout&_wpnonce=e4d7db1b66
[17-Jul-2025 16:26:13] Plugin version 4.0.0-dev-17 - requested by /wp-login.php?loggedout=true&wp_lang=en_GB
[18-Jul-2025 19:04:01] Plugin version 4.0.0-dev-17 - requested by /wp-cron.php?doing_wp_cron=1752865440.8220489025115966796875
[18-Jul-2025 19:04:01] Plugin version 4.0.0-dev-17 - requested by /wp-cron.php?doing_wp_cron=1752865440.8220760822296142578125
[18-Jul-2025 19:04:01] Plugin version 4.0.0-dev-17 - requested by /wp-cron.php?doing_wp_cron=1752865441.5411250591278076171875
[18-Jul-2025 19:26:43] Plugin version 4.0.0-dev-17 - requested by /wp-admin/?localwp_auto_login=1
[18-Jul-2025 19:26:43] Plugin version 4.0.0-dev-17 - requested by /wp-admin/user/
[18-Jul-2025 19:26:44] Plugin version 4.0.0-dev-17 - requested by /wp-cron.php?doing_wp_cron=1752866804.0002300739288330078125
[18-Jul-2025 19:26:44] Plugin version 4.0.0-dev-17 - requested by /wp-admin/
[18-Jul-2025 19:26:44] Plugin version 4.0.0-dev-17 - requested by /favicon.ico
[18-Jul-2025 19:26:57] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin.php?page=ai1wm_export
[18-Jul-2025 19:26:58] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wmve_file_list&folder_path=&security=1f947eac07
[18-Jul-2025 19:26:59] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin.php?page=ai1wm_backups
[18-Jul-2025 19:27:00] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:00] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_status&ai1wm_import=1&secret_key=PdQArmpfqvsR&_=1752866819595
[18-Jul-2025 19:27:00] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:00] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:00] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:00] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:00] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:00] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:00] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:01] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_export&ai1wm_import=1
[18-Jul-2025 19:27:03] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_status&ai1wm_import=1&secret_key=PdQArmpfqvsR&_=1752866819596
[18-Jul-2025 19:27:03] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php?action=ai1wm_backup_list&ai1wm_import=1&secret_key=PdQArmpfqvsR
[18-Jul-2025 19:27:07] Plugin version 4.0.0-dev-17 - requested by /wp-admin/plugins.php
[18-Jul-2025 19:27:17] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[18-Jul-2025 19:27:21] Plugin version 4.0.0-dev-17 - requested by /wp-admin/admin-ajax.php
[18-Jul-2025 19:27:31] Plugin version 4.0.0-dev-17 - requested by /wp-admin/plugin-install.php
[18-Jul-2025 19:27:41] Plugin version 4.0.0-dev-17 - requested by /wp-admin/update.php?action=upload-plugin
[18-Jul-2025 19:27:48] Plugin version 4.0.0-dev-17 - requested by /wp-admin/update.php?action=upload-plugin&package=55&overwrite=update-plugin&_wpnonce=78d1e0f6ed
[18-Jul-2025 19:27:54] Plugin version 4.0.0-dev-19 - requested by /
[18-Jul-2025 19:27:57] Plugin version 4.0.0-dev-19 - requested by /wp-admin/update.php?action=upload-plugin&package=55&overwrite=update-plugin&_wpnonce=78d1e0f6ed
[18-Jul-2025 19:28:03] Plugin version 4.0.0-dev-19 - requested by /wp-admin/update.php?action=upload-plugin&package=55&overwrite=update-plugin&_wpnonce=78d1e0f6ed
[18-Jul-2025 19:28:03] Plugin version 4.0.0-dev-19 - requested by /favicon.ico
[18-Jul-2025 19:28:05] Plugin version 4.0.0-dev-19 - requested by /
[18-Jul-2025 19:28:07] Plugin version 4.0.0-dev-19 - requested by /wp-admin/about.php
[18-Jul-2025 19:28:15] Plugin version 4.0.0-dev-19 - requested by /wp-admin/themes.php
[18-Jul-2025 19:28:18] Plugin version 4.0.0-dev-19 - requested by /wp-admin/site-editor.php
[18-Jul-2025 19:28:19] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/taxonomies?context=edit&_locale=user
[18-Jul-2025 19:28:19] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/settings?_locale=user
[18-Jul-2025 19:28:19] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/pages/12?context=edit&_locale=user
[18-Jul-2025 19:28:19] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/templates/lookup?slug=page-home&_locale=user
[18-Jul-2025 19:28:19] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/types/page?context=edit&_locale=user
[18-Jul-2025 19:28:19] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/settings?_locale=user
[18-Jul-2025 19:28:19] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/taxonomies?context=view&_locale=user
[18-Jul-2025 19:28:19] Plugin version 4.0.0-dev-19 - requested by /wp-json/etch-api/post/12
[18-Jul-2025 19:28:19] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/wp_pattern_category?context=view&per_page=100&_fields=id%2Cname%2Cdescription%2Cslug&_locale=user
[18-Jul-2025 19:28:25] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/global-styles/13/revisions?per_page=100&page=1&_locale=user
[18-Jul-2025 19:28:25] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/users/me?_locale=user
[18-Jul-2025 19:28:25] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/users?context=view&per_page=100&_fields=id%2Cname%2Cavatar_urls&capabilities%5B0%5D=edit_theme_options&_locale=user
[18-Jul-2025 19:28:28] Plugin version 4.0.0-dev-19 - requested by /wp-admin/
[18-Jul-2025 19:28:44] Plugin version 4.0.0-dev-19 - requested by /wp-admin/themes.php
[18-Jul-2025 19:29:10] Plugin version 4.0.0-dev-19 - requested by /wp-admin/site-editor.php
[18-Jul-2025 19:29:11] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/taxonomies?context=edit&_locale=user
[18-Jul-2025 19:29:11] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/settings?_locale=user
[18-Jul-2025 19:29:11] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/pages/12?context=edit&_locale=user
[18-Jul-2025 19:29:11] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/templates/lookup?slug=page-home&_locale=user
[18-Jul-2025 19:29:11] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/settings?_locale=user
[18-Jul-2025 19:29:11] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/types/page?context=edit&_locale=user
[18-Jul-2025 19:29:11] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/taxonomies?context=view&_locale=user
[18-Jul-2025 19:29:11] Plugin version 4.0.0-dev-19 - requested by /wp-json/etch-api/post/12
[18-Jul-2025 19:29:11] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/wp_pattern_category?context=view&per_page=100&_fields=id%2Cname%2Cdescription%2Cslug&_locale=user
[18-Jul-2025 19:29:13] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/global-styles/13/revisions?per_page=100&page=1&_locale=user
[18-Jul-2025 19:29:13] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/users/me?_locale=user
[18-Jul-2025 19:29:13] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/users?context=view&per_page=100&_fields=id%2Cname%2Cavatar_urls&capabilities%5B0%5D=edit_theme_options&_locale=user
[18-Jul-2025 19:29:14] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[18-Jul-2025 19:29:14] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-families?context=edit&refreshKey=0&_embed=true&_locale=user
[18-Jul-2025 19:29:24] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[18-Jul-2025 19:29:29] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[18-Jul-2025 19:29:32] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[18-Jul-2025 19:29:38] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[18-Jul-2025 19:29:42] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[18-Jul-2025 19:29:48] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/global-styles/13?_locale=user
[18-Jul-2025 19:29:48] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/global-styles/13/revisions?per_page=100&page=1&_locale=user
[18-Jul-2025 19:30:11] Plugin version 4.0.0-dev-19 - requested by /wp-admin/admin-ajax.php
[18-Jul-2025 19:30:27] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-collections?_fields=slug%2Cname%2Cdescription&_locale=user
[18-Jul-2025 19:30:30] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-families?_locale=user
[18-Jul-2025 19:30:30] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-families?context=edit&refreshKey=1752867030112&_embed=true&_locale=user
[18-Jul-2025 19:31:11] Plugin version 4.0.0-dev-19 - requested by /wp-admin/admin-ajax.php
[18-Jul-2025 19:31:23] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-families?slug=switzer&_embed=true&_locale=user
[18-Jul-2025 19:31:23] Plugin version 4.0.0-dev-19 - requested by /wp-json/wp/v2/font-families/47/font-faces?_locale=user
